Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Transcript Start (bp)	Transcript End (bp)
ENSG00000177410	ENST00000450535	antisense	49278178	49289260
ENSG00000177410	ENST00000458653	antisense	49278271	49289260
ENSG00000177410	ENST00000326677	antisense	49278642	49289260
ENSG00000177410	ENST00000428008	antisense	49278642	49289260
ENSG00000177410	ENST00000620594	antisense	49278654	49295594
ENSG00000177410	ENST00000623640	antisense	49279174	49281181
ENSG00000177410	ENST00000618800	antisense	49290888	49295738
ENSG00000177855	ENST00000453625	processed_pseudogene	183607442	183608119
ENSG00000178429	ENST00000389400	processed_pseudogene	84560443	84561263
ENSG00000178464	ENST00000325000	processed_pseudogene	12643275	12643919
ENSG00000179101	ENST00000416267	processed_pseudogene	123514473	123514872
ENSG00000179406	ENST00000421767	lincRNA	66376044	66401338
ENSG00000179406	ENST00000416572	lincRNA	66379827	66395919
ENSG00000179406	ENST00000438894	lincRNA	66382419	66391542
ENSG00000179406	ENST00000416366	lincRNA	66390131	66393729
ENSG00000179611	ENST00000378718	processed_pseudogene	43968424	43971199
ENSG00000179818	ENST00000435880	antisense	69962263	70087015
ENSG00000179818	ENST00000419542	antisense	69962770	69996841
ENSG00000179818	ENST00000596259	antisense	69963254	69964774
ENSG00000179818	ENST00000613944	antisense	69963289	69971282
ENSG00000179818	ENST00000457076	antisense	69963388	70087320
ENSG00000179818	ENST00000413436	antisense	69963463	70087812
ENSG00000179818	ENST00000418564	antisense	69963488	70086273
ENSG00000179818	ENST00000415222	antisense	69964373	70087343
ENSG00000179818	ENST00000594376	antisense	69993380	70053785
ENSG00000179818	ENST00000617142	antisense	69993866	69996890
ENSG00000179818	ENST00000456161	antisense	69996686	70086273
ENSG00000179818	ENST00000419963	antisense	69996694	70086273
ENSG00000179818	ENST00000599673	antisense	69996732	70087006
ENSG00000179818	ENST00000598586	antisense	69996758	70012216
ENSG00000179818	ENST00000418308	antisense	69996771	70086273
ENSG00000179818	ENST00000596028	antisense	69996772	70088846
ENSG00000179818	ENST00000601431	antisense	69996787	70059680
ENSG00000179818	ENST00000452431	antisense	69996803	70088554
ENSG00000179818	ENST00000423402	antisense	69996818	70087907
ENSG00000179818	ENST00000411429	antisense	69996823	70086273
ENSG00000179818	ENST00000420309	antisense	69996830	70086275
ENSG00000179818	ENST00000434781	antisense	69996871	70087315
ENSG00000179818	ENST00000612876	antisense	70015448	70019143
ENSG00000179818	ENST00000415742	antisense	70015540	70086098
ENSG00000179818	ENST00000457770	antisense	70018067	70086274
ENSG00000179818	ENST00000416395	antisense	70029998	70086267
ENSG00000179818	ENST00000366234	antisense	70031433	70087000
ENSG00000179818	ENST00000599427	antisense	70031629	70059775
ENSG00000179818	ENST00000597318	antisense	70031698	70069157
ENSG00000179818	ENST00000425333	antisense	70031753	70087343
ENSG00000179818	ENST00000425601	antisense	70031841	70086273
ENSG00000179818	ENST00000429599	antisense	70031854	70086273
ENSG00000179818	ENST00000449178	antisense	70031885	70086273
ENSG00000179818	ENST00000612430	antisense	70032131	70034989
ENSG00000179818	ENST00000458686	antisense	70032138	70086254
ENSG00000179818	ENST00000421843	antisense	70032138	70086269
ENSG00000179818	ENST00000432604	antisense	70032138	70086393
ENSG00000179818	ENST00000421255	antisense	70032139	70085573
ENSG00000179818	ENST00000422515	antisense	70032143	70086269
ENSG00000179818	ENST00000413069	antisense	70032198	70086485
ENSG00000179818	ENST00000444410	antisense	70032229	70087015
ENSG00000179818	ENST00000458698	antisense	70045259	70087304
ENSG00000179818	ENST00000603347	antisense	70046568	70059961
ENSG00000179818	ENST00000604346	antisense	70046614	70054180
ENSG00000179818	ENST00000413791	antisense	70048687	70087421
ENSG00000179818	ENST00000416506	antisense	70048691	70055823
ENSG00000179818	ENST00000439670	antisense	70049045	70086485
ENSG00000179818	ENST00000442040	antisense	70049780	70086272
ENSG00000179818	ENST00000609543	antisense	70050140	70055730
ENSG00000179818	ENST00000612202	antisense	70050140	70055783
ENSG00000179818	ENST00000614826	antisense	70050140	70059679
ENSG00000179818	ENST00000601396	antisense	70050140	70086273
ENSG00000179818	ENST00000601494	antisense	70050600	70053858
ENSG00000179818	ENST00000602091	antisense	70050811	70060106
ENSG00000179818	ENST00000596573	antisense	70051017	70087006
ENSG00000179818	ENST00000594548	antisense	70051028	70087435
ENSG00000179818	ENST00000600002	antisense	70051045	70059983
ENSG00000179818	ENST00000601395	antisense	70051205	70070802
ENSG00000179818	ENST00000595459	antisense	70051210	70086034
ENSG00000179818	ENST00000437456	antisense	70051210	70086273
ENSG00000179818	ENST00000416068	antisense	70051214	70086273
ENSG00000179818	ENST00000444320	antisense	70051248	70086272
ENSG00000179818	ENST00000415060	antisense	70051276	70085894
ENSG00000179818	ENST00000596665	antisense	70055617	70086289
ENSG00000179818	ENST00000439892	antisense	70055736	70086267
ENSG00000179818	ENST00000608964	antisense	70059653	70063987
ENSG00000179818	ENST00000609075	antisense	70083538	70086282
ENSG00000179818	ENST00000437019	antisense	70083580	70086181
ENSG00000179818	ENST00000610168	antisense	70085567	70086273
ENSG00000179899	ENST00000554937	processed_pseudogene	55411727	55414787
ENSG00000179967	ENST00000509033	processed_pseudogene	139114930	139115374
ENSG00000180581	ENST00000445874	processed_pseudogene	91807179	91807439
ENSG00000180867	ENST00000471856	processed_pseudogene	147178113	147179622
ENSG00000181524	ENST00000326586	processed_pseudogene	42956345	42956765
ENSG00000182109	ENST00000441741	antisense	39522280	39524876
ENSG00000182109	ENST00000331856	antisense	39522280	39525685
ENSG00000182109	ENST00000458207	antisense	39522280	39537282
ENSG00000182109	ENST00000450157	antisense	39522280	39541760
ENSG00000182109	ENST00000431553	antisense	39522280	39541841
ENSG00000182109	ENST00000417869	antisense	39522280	39545761
ENSG00000182109	ENST00000440190	antisense	39522280	39546187
ENSG00000182165	ENST00000359941	lincRNA	87325225	87345515
ENSG00000182165	ENST00000416560	lincRNA	87325299	87345515
ENSG00000182165	ENST00000610086	lincRNA	87325347	87345463
ENSG00000182165	ENST00000432193	lincRNA	87325350	87345486
ENSG00000182165	ENST00000421293	lincRNA	87325350	87345486
ENSG00000182165	ENST00000616845	lincRNA	87341470	87345486
ENSG00000182165	ENST00000542586	lincRNA	87341402	87345515
ENSG00000182484	ENST00000476066	transcribed_unprocessed_pseudogene	156020826	156022415
ENSG00000182484	ENST00000359512	transcribed_unprocessed_pseudogene	156020961	156025374
ENSG00000182484	ENST00000461007	transcribed_unprocessed_pseudogene	156021328	156025663
ENSG00000182484	ENST00000496011	transcribed_unprocessed_pseudogene	156021445	156023207
ENSG00000182484	ENST00000479401	transcribed_unprocessed_pseudogene	156021677	156023335
ENSG00000182484	ENST00000340131	transcribed_unprocessed_pseudogene	156021688	156025666
ENSG00000182484	ENST00000492963	transcribed_unprocessed_pseudogene	156021688	156025666
ENSG00000182484	ENST00000460206	transcribed_unprocessed_pseudogene	156021688	156025710
ENSG00000182484	ENST00000475594	transcribed_unprocessed_pseudogene	156021999	156023092
ENSG00000182484	ENST00000482170	transcribed_unprocessed_pseudogene	156021999	156023389
ENSG00000182484	ENST00000484415	transcribed_unprocessed_pseudogene	156021999	156025663
ENSG00000182484	ENST00000483079	transcribed_unprocessed_pseudogene	156022786	156023531
ENSG00000182484	ENST00000496301	transcribed_unprocessed_pseudogene	156023367	156025666
ENSG00000182484	ENST00000483286	transcribed_unprocessed_pseudogene	156023824	156025554
ENSG00000182484	ENST00000464205	transcribed_unprocessed_pseudogene	156024071	156025554
ENSG00000182796	ENST00000478241	unitary_pseudogene	55829745	55836244
ENSG00000182796	ENST00000471276	unitary_pseudogene	55830854	55836246
ENSG00000182796	ENST00000482378	unitary_pseudogene	55830901	55836246
ENSG00000182796	ENST00000508246	unitary_pseudogene	55830915	55836244
ENSG00000182796	ENST00000484016	unitary_pseudogene	55832159	55834988
ENSG00000182796	ENST00000487582	unitary_pseudogene	55832847	55836246
ENSG00000182841	ENST00000357802	transcribed_unprocessed_pseudogene	42555223	42582038
ENSG00000182841	ENST00000437211	transcribed_unprocessed_pseudogene	42569129	42582009
ENSG00000182841	ENST00000458605	transcribed_unprocessed_pseudogene	42573244	42582011
ENSG00000182841	ENST00000566851	transcribed_unprocessed_pseudogene	42574733	42582001
ENSG00000182841	ENST00000421116	transcribed_unprocessed_pseudogene	42577098	42581997
ENSG00000183444	ENST00000442908	unprocessed_pseudogene	97966090	97967074
ENSG00000183458	ENST00000534164	transcribed_unprocessed_pseudogene	14911551	14935708
ENSG00000183458	ENST00000537889	transcribed_unprocessed_pseudogene	14920336	14922087
ENSG00000183506	ENST00000486209	transcribed_unprocessed_pseudogene	21473000	21484134
ENSG00000183506	ENST00000470274	transcribed_unprocessed_pseudogene	21473009	21477143
ENSG00000183506	ENST00000477296	transcribed_unprocessed_pseudogene	21473009	21477217
ENSG00000183506	ENST00000463608	transcribed_unprocessed_pseudogene	21473011	21484134
ENSG00000183506	ENST00000462560	transcribed_unprocessed_pseudogene	21473023	21488382
ENSG00000183506	ENST00000450651	transcribed_unprocessed_pseudogene	21473035	21517533
ENSG00000183506	ENST00000360806	transcribed_unprocessed_pseudogene	21473059	21517533
ENSG00000183506	ENST00000494740	transcribed_unprocessed_pseudogene	21473076	21487907
ENSG00000183506	ENST00000480319	transcribed_unprocessed_pseudogene	21477380	21490611
ENSG00000183506	ENST00000467443	transcribed_unprocessed_pseudogene	21477380	21514255
ENSG00000183506	ENST00000479693	transcribed_unprocessed_pseudogene	21477413	21517520
ENSG00000183506	ENST00000491562	transcribed_unprocessed_pseudogene	21491976	21514223
ENSG00000183506	ENST00000476537	transcribed_unprocessed_pseudogene	21491976	21517481
ENSG00000184441	ENST00000448927	antisense	44331234	44335851
ENSG00000185485	ENST00000427149	transcribed_unprocessed_pseudogene	195959748	195967520
ENSG00000185485	ENST00000427841	transcribed_unprocessed_pseudogene	195959921	195990279
ENSG00000185485	ENST00000354559	transcribed_unprocessed_pseudogene	195963104	195967895
ENSG00000185485	ENST00000440850	transcribed_unprocessed_pseudogene	195963335	195990258
ENSG00000185485	ENST00000457601	transcribed_unprocessed_pseudogene	195971253	195975902
ENSG00000185485	ENST00000413474	transcribed_unprocessed_pseudogene	195979745	195990275
ENSG00000185485	ENST00000435731	transcribed_unprocessed_pseudogene	195982293	195990305
ENSG00000185485	ENST00000427415	transcribed_unprocessed_pseudogene	195985446	195990318
ENSG00000185596	ENST00000559884	transcribed_unprocessed_pseudogene	101961603	101966755
ENSG00000185596	ENST00000558686	transcribed_unprocessed_pseudogene	101961604	101973225
ENSG00000185596	ENST00000559163	transcribed_unprocessed_pseudogene	101961618	101973286
ENSG00000185596	ENST00000354296	transcribed_unprocessed_pseudogene	101961618	101973939
ENSG00000185596	ENST00000557932	transcribed_unprocessed_pseudogene	101966052	101976528
ENSG00000185596	ENST00000558784	transcribed_unprocessed_pseudogene	101966067	101976543
ENSG00000185596	ENST00000560956	transcribed_unprocessed_pseudogene	101966075	101976266
ENSG00000185641	ENST00000469891	processed_pseudogene	116051917	116052289
ENSG00000185834	ENST00000432629	processed_pseudogene	55074644	55075140
ENSG00000185839	ENST00000427762	processed_pseudogene	58630841	58631530
ENSG00000186019	ENST00000592946	antisense	44105463	44113145
ENSG00000186019	ENST00000590369	antisense	44111951	44112956
ENSG00000186076	ENST00000548270	processed_pseudogene	93640822	93641586
ENSG00000186162	ENST00000432401	transcribed_unprocessed_pseudogene	10014238	10026357
ENSG00000186162	ENST00000335507	transcribed_unprocessed_pseudogene	10015123	10026360
ENSG00000186162	ENST00000433871	transcribed_unprocessed_pseudogene	10017490	10023747
ENSG00000186162	ENST00000424691	transcribed_unprocessed_pseudogene	10017497	10026365
ENSG00000186162	ENST00000424471	transcribed_unprocessed_pseudogene	10017753	10026357
ENSG00000186162	ENST00000445082	transcribed_unprocessed_pseudogene	10022927	10026326
ENSG00000186312	ENST00000380336	transcribed_unprocessed_pseudogene	15674932	15697751
ENSG00000186312	ENST00000448692	transcribed_unprocessed_pseudogene	15674973	15691241
ENSG00000186312	ENST00000380334	transcribed_unprocessed_pseudogene	15675546	15703724
ENSG00000186312	ENST00000380333	transcribed_unprocessed_pseudogene	15675715	15703349
ENSG00000186312	ENST00000380331	transcribed_unprocessed_pseudogene	15676294	15697460
ENSG00000186312	ENST00000435806	transcribed_unprocessed_pseudogene	15681053	15697765
ENSG00000186594	ENST00000334146	lincRNA	1711493	1716210
ENSG00000186594	ENST00000574306	lincRNA	1711511	1716251
ENSG00000186594	ENST00000576749	lincRNA	1711971	1716212
ENSG00000186594	ENST00000570416	lincRNA	1712092	1716197
ENSG00000186594	ENST00000571595	lincRNA	1712251	1716341
ENSG00000186594	ENST00000571091	lincRNA	1712269	1716211
ENSG00000186594	ENST00000573127	lincRNA	1712361	1716211
ENSG00000186594	ENST00000576489	lincRNA	1712580	1716210
ENSG00000186594	ENST00000575626	lincRNA	1712663	1716208
ENSG00000186594	ENST00000608245	lincRNA	1712680	1716210
ENSG00000186594	ENST00000609398	lincRNA	1712714	1716210
ENSG00000186594	ENST00000610106	lincRNA	1712767	1716208
ENSG00000186594	ENST00000609990	lincRNA	1712770	1716211
ENSG00000186594	ENST00000608198	lincRNA	1712792	1716208
ENSG00000186594	ENST00000609442	lincRNA	1712825	1716209
ENSG00000186594	ENST00000608913	lincRNA	1712879	1716210
ENSG00000186594	ENST00000573075	lincRNA	1712883	1716247
ENSG00000186594	ENST00000574016	lincRNA	1712975	1716210
ENSG00000186594	ENST00000577164	lincRNA	1713448	1717174
ENSG00000187653	ENST00000402089	processed_pseudogene	90838903	90839037
ENSG00000188185	ENST00000340510	lincRNA	39733632	39793092
ENSG00000188185	ENST00000448955	lincRNA	39781689	39789425
ENSG00000188206	ENST00000366527	antisense	244840638	244846903
ENSG00000188599	ENST00000534799	transcribed_unprocessed_pseudogene	15104312	15121902
ENSG00000188599	ENST00000547107	transcribed_unprocessed_pseudogene	15104330	15123498
ENSG00000188599	ENST00000448011	transcribed_unprocessed_pseudogene	15110502	15119214
ENSG00000188681	ENST00000416067	transcribed_unprocessed_pseudogene	9068361	9129752
ENSG00000188681	ENST00000559466	transcribed_unprocessed_pseudogene	9068414	9073609
ENSG00000189343	ENST00000458332	processed_pseudogene	19445970	19446852
ENSG00000196205	ENST00000436459	processed_pseudogene	133019486	133020874
ENSG00000196295	ENST00000434399	processed_transcript	30516309	30562825
ENSG00000196295	ENST00000578293	processed_transcript	30516975	30561516
ENSG00000196295	ENST00000580902	processed_transcript	30523975	30563998
ENSG00000196295	ENST00000440438	processed_transcript	30547166	30550781
ENSG00000196295	ENST00000355837	processed_transcript	30548357	30564617
ENSG00000196295	ENST00000426529	processed_transcript	30548359	30594743
ENSG00000196295	ENST00000582838	processed_transcript	30550318	30552220
ENSG00000196295	ENST00000578245	processed_transcript	30550321	30577759
ENSG00000196295	ENST00000578572	processed_transcript	30550459	30561703
ENSG00000196295	ENST00000577889	processed_transcript	30550568	30561519
ENSG00000196295	ENST00000584621	processed_transcript	30558096	30573088
ENSG00000196295	ENST00000582145	processed_transcript	30561562	30573100
ENSG00000196295	ENST00000584199	processed_transcript	30562077	30594769
ENSG00000196295	ENST00000614950	processed_transcript	30564144	30573148
ENSG00000196295	ENST00000584108	processed_transcript	30564144	30573782
ENSG00000196295	ENST00000621272	processed_transcript	30564147	30568994
ENSG00000196295	ENST00000581794	processed_transcript	30566404	30594769
ENSG00000196295	ENST00000579024	processed_transcript	30568488	30573013
ENSG00000196295	ENST00000584372	processed_transcript	30568677	30594763
ENSG00000196295	ENST00000582733	processed_transcript	30568802	30594795
ENSG00000196295	ENST00000581665	processed_transcript	30568833	30594760
ENSG00000196295	ENST00000584023	processed_transcript	30574423	30576742
ENSG00000196295	ENST00000579174	processed_transcript	30574704	30594808
ENSG00000196295	ENST00000454922	processed_transcript	30577512	30585972
ENSG00000196295	ENST00000580440	processed_transcript	30577585	30594760
ENSG00000196295	ENST00000578994	processed_transcript	30577904	30594809
ENSG00000196295	ENST00000583664	processed_transcript	30578068	30594760
ENSG00000196295	ENST00000582549	processed_transcript	30578070	30594758
ENSG00000196656	ENST00000485827	transcribed_processed_pseudogene	113214046	113214393
ENSG00000196656	ENST00000356247	transcribed_processed_pseudogene	113214260	113217170
ENSG00000196696	ENST00000531894	processed_transcript	69976297	70065948
ENSG00000196696	ENST00000530079	processed_transcript	69976352	70065853
ENSG00000196696	ENST00000525331	processed_transcript	69993020	70021930
ENSG00000196696	ENST00000526478	processed_transcript	69996014	70018422
ENSG00000196696	ENST00000529089	processed_transcript	69996164	70065818
ENSG00000196696	ENST00000561788	processed_transcript	70017890	70019410
ENSG00000196756	ENST00000423536	processed_transcript	38420588	38431066
ENSG00000196756	ENST00000436764	processed_transcript	38420588	38435333
ENSG00000196756	ENST00000449469	processed_transcript	38420592	38429330
ENSG00000196756	ENST00000414142	processed_transcript	38420593	38435273
ENSG00000196756	ENST00000417578	processed_transcript	38420593	38435277
ENSG00000196756	ENST00000413755	processed_transcript	38422192	38435353
ENSG00000196756	ENST00000456953	processed_transcript	38426460	38435333
ENSG00000196756	ENST00000424235	processed_transcript	38430780	38435334
ENSG00000196810	ENST00000507044	antisense	1249300	1250446
ENSG00000196810	ENST00000578730	antisense	1249451	1288291
ENSG00000196810	ENST00000514984	antisense	1250110	1251187
ENSG00000196810	ENST00000581398	antisense	1250259	1255910
ENSG00000196810	ENST00000505364	antisense	1252991	1266163
ENSG00000196810	ENST00000357591	antisense	1250526	1251436
ENSG00000197258	ENST00000431936	processed_pseudogene	104667749	104669576
ENSG00000197582	ENST00000388829	processed_pseudogene	13378735	13379340
ENSG00000197989	ENST00000464612	antisense	28578538	28581010
ENSG00000197989	ENST00000475441	antisense	28578538	28581229
ENSG00000197989	ENST00000531126	antisense	28578538	28581834
ENSG00000197989	ENST00000461448	antisense	28578538	28581842
ENSG00000197989	ENST00000470977	antisense	28578538	28581872
ENSG00000197989	ENST00000474814	antisense	28578539	28581871
ENSG00000197989	ENST00000481368	antisense	28578540	28581663
ENSG00000197989	ENST00000481220	antisense	28578541	28581853
ENSG00000197989	ENST00000488745	antisense	28578541	28582983
ENSG00000197989	ENST00000483436	antisense	28578546	28581818
ENSG00000197989	ENST00000464115	antisense	28580335	28581853
ENSG00000197989	ENST00000461832	antisense	28580359	28581857
ENSG00000198406	ENST00000473537	processed_pseudogene	116645902	116646727
ENSG00000198618	ENST00000358455	processed_pseudogene	18857779	18858276
ENSG00000202198	ENST00000365328	misc_RNA	52995620	52995950
ENSG00000203394	ENST00000413451	antisense	20742987	20743962
ENSG00000203394	ENST00000616465	antisense	20743169	20743873
ENSG00000203394	ENST00000616189	antisense	20743169	20744086
ENSG00000203394	ENST00000619933	antisense	20743169	20744292
ENSG00000203761	ENST00000314835	unprocessed_pseudogene	155745829	155750137
ENSG00000203875	ENST00000623163	processed_transcript	85660950	85678235
ENSG00000203875	ENST00000623901	processed_transcript	85660950	85678235
ENSG00000203875	ENST00000589187	processed_transcript	85660992	85678733
ENSG00000203875	ENST00000622963	processed_transcript	85665560	85678736
ENSG00000203875	ENST00000623650	processed_transcript	85665642	85678436
ENSG00000203875	ENST00000624128	processed_transcript	85665772	85678431
ENSG00000203875	ENST00000587692	processed_transcript	85665852	85678720
ENSG00000203875	ENST00000369605	processed_transcript	85676990	85678736
ENSG00000203875	ENST00000427501	processed_transcript	85677082	85677993
ENSG00000203875	ENST00000435947	processed_transcript	85677082	85678652
