Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Gene Start (bp)	Gene End (bp)
ENSG00000127957	ENST00000418756	transcribed_unprocessed_pseudogene	75502930	75528148
ENSG00000127957	ENST00000533167	transcribed_unprocessed_pseudogene	75502930	75528148
ENSG00000127957	ENST00000437568	transcribed_unprocessed_pseudogene	75502930	75528148
ENSG00000127957	ENST00000422064	transcribed_unprocessed_pseudogene	75502930	75528148
ENSG00000127957	ENST00000438326	transcribed_unprocessed_pseudogene	75502930	75528148
ENSG00000128262	ENST00000414583	transcribed_unprocessed_pseudogene	24251828	24265525
ENSG00000128262	ENST00000441984	transcribed_unprocessed_pseudogene	24251828	24265525
ENSG00000128262	ENST00000419222	transcribed_unprocessed_pseudogene	24251828	24265525
ENSG00000128692	ENST00000461070	processed_pseudogene	170751805	170752788
ENSG00000130600	ENST00000414790	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000442037	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000411861	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000439725	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000412788	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000422826	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000446406	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000417089	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000411754	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000431095	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000436715	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000428066	processed_transcript	1995163	2001470
ENSG00000130600	ENST00000447298	processed_transcript	1995163	2001470
ENSG00000131002	ENST00000407724	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000459719	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000447520	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000445715	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000538014	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000447202	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000588613	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000589075	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000585549	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000587095	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000488280	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000253320	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000593000	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131002	ENST00000592697	transcribed_unprocessed_pseudogene	19567313	19606274
ENSG00000131401	ENST00000531692	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131401	ENST00000527780	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131401	ENST00000562112	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131401	ENST00000534096	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131401	ENST00000534789	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131401	ENST00000525179	transcribed_unprocessed_pseudogene	50333796	50344767
ENSG00000131797	ENST00000254109	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000525610	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000532304	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000563678	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000411844	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000431761	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000131797	ENST00000562354	transcribed_unprocessed_pseudogene	31700590	31711986
ENSG00000132204	ENST00000584090	lincRNA	1254383	1408344
ENSG00000132204	ENST00000412816	lincRNA	1254383	1408344
ENSG00000132204	ENST00000577867	lincRNA	1254383	1408344
ENSG00000132204	ENST00000584492	lincRNA	1254383	1408344
ENSG00000132204	ENST00000578835	lincRNA	1254383	1408344
ENSG00000132204	ENST00000581430	lincRNA	1254383	1408344
ENSG00000132204	ENST00000582862	lincRNA	1254383	1408344
ENSG00000132204	ENST00000577403	lincRNA	1254383	1408344
ENSG00000132204	ENST00000581212	lincRNA	1254383	1408344
ENSG00000132204	ENST00000582570	lincRNA	1254383	1408344
ENSG00000132204	ENST00000580336	lincRNA	1254383	1408344
ENSG00000132832	ENST00000255183	antisense	44656451	44696096
ENSG00000132832	ENST00000415889	antisense	44656451	44696096
ENSG00000132967	ENST00000255320	transcribed_processed_pseudogene	22381819	22382929
ENSG00000132967	ENST00000451497	transcribed_processed_pseudogene	22381819	22382929
ENSG00000133519	ENST00000255890	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000133519	ENST00000433168	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000133519	ENST00000420968	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000133519	ENST00000456279	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000133519	ENST00000418264	transcribed_unprocessed_pseudogene	23390606	23402726
ENSG00000133624	ENST00000463567	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000133624	ENST00000472212	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000133624	ENST00000486492	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000133624	ENST00000481762	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000133624	ENST00000493198	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000133624	ENST00000513792	transcribed_unprocessed_pseudogene	149547154	149624752
ENSG00000134297	ENST00000256692	transcribed_processed_pseudogene	45173064	45216041
ENSG00000134297	ENST00000336399	transcribed_processed_pseudogene	45173064	45216041
ENSG00000134297	ENST00000550498	transcribed_processed_pseudogene	45173064	45216041
ENSG00000134297	ENST00000545609	transcribed_processed_pseudogene	45173064	45216041
ENSG00000134612	ENST00000529567	transcribed_unprocessed_pseudogene	89639227	89698718
ENSG00000134612	ENST00000525540	transcribed_unprocessed_pseudogene	89639227	89698718
ENSG00000136149	ENST00000484130	processed_pseudogene	54440704	54441315
ENSG00000136315	ENST00000555624	lincRNA	20919361	20920299
ENSG00000137808	ENST00000557966	processed_transcript	68930504	69028889
ENSG00000137970	ENST00000468715	processed_pseudogene	96678874	96679620
ENSG00000139239	ENST00000484568	processed_pseudogene	62965325	62965969
ENSG00000141028	ENST00000577632	unprocessed_pseudogene	14024514	14025488
ENSG00000142396	ENST00000413518	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000427361	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000610038	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000434052	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000608070	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000609864	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000608004	processed_transcript	58305319	58315663
ENSG00000142396	ENST00000590505	processed_transcript	58305319	58315663
ENSG00000143429	ENST00000609777	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000143429	ENST00000608501	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000143429	ENST00000544283	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000143429	ENST00000608018	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000143429	ENST00000608531	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000143429	ENST00000423774	transcribed_unprocessed_pseudogene	91617160	91659972
ENSG00000144158	ENST00000272567	processed_pseudogene	113657908	113658675
ENSG00000146001	ENST00000526308	transcribed_unprocessed_pseudogene	141234333	141237529
ENSG00000146001	ENST00000622990	transcribed_unprocessed_pseudogene	141234333	141237529
ENSG00000146001	ENST00000524813	transcribed_unprocessed_pseudogene	141234333	141237529
ENSG00000146521	ENST00000495520	lincRNA	167784537	167796859
ENSG00000146521	ENST00000366822	lincRNA	167784537	167796859
ENSG00000146556	ENST00000453662	transcribed_unprocessed_pseudogene	113588550	113599043
ENSG00000146556	ENST00000538033	transcribed_unprocessed_pseudogene	113588550	113599043
ENSG00000146677	ENST00000487895	processed_pseudogene	44467897	44468304
ENSG00000146722	ENST00000275590	transcribed_unprocessed_pseudogene	75391955	75395434
ENSG00000146722	ENST00000416371	transcribed_unprocessed_pseudogene	75391955	75395434
ENSG00000149656	ENST00000279067	lincRNA	64290385	64313132
ENSG00000149656	ENST00000445252	lincRNA	64290385	64313132
ENSG00000149656	ENST00000425473	lincRNA	64290385	64313132
ENSG00000151303	ENST00000444431	processed_transcript	86992406	87010203
ENSG00000152117	ENST00000415574	transcribed_processed_pseudogene	131492813	131521573
ENSG00000152117	ENST00000438378	transcribed_processed_pseudogene	131492813	131521573
ENSG00000152487	ENST00000456217	lincRNA	18651266	18659285
ENSG00000152487	ENST00000607346	lincRNA	18651266	18659285
ENSG00000152487	ENST00000449529	lincRNA	18651266	18659285
ENSG00000152487	ENST00000444660	lincRNA	18651266	18659285
ENSG00000152487	ENST00000414939	lincRNA	18651266	18659285
ENSG00000152931	ENST00000515734	lincRNA	60487713	60547657
ENSG00000152931	ENST00000506884	lincRNA	60487713	60547657
ENSG00000152931	ENST00000504876	lincRNA	60487713	60547657
ENSG00000153363	ENST00000423222	lincRNA	211382803	211435333
ENSG00000153363	ENST00000534914	lincRNA	211382803	211435333
ENSG00000153363	ENST00000448567	lincRNA	211382803	211435333
ENSG00000153363	ENST00000610948	lincRNA	211382803	211435333
ENSG00000154316	ENST00000525246	unitary_pseudogene	11339637	11368452
ENSG00000154316	ENST00000534302	unitary_pseudogene	11339637	11368452
ENSG00000154316	ENST00000531764	unitary_pseudogene	11339637	11368452
ENSG00000154316	ENST00000525664	unitary_pseudogene	11339637	11368452
ENSG00000154608	ENST00000502249	transcribed_unprocessed_pseudogene	118467590	118554204
ENSG00000154608	ENST00000412784	transcribed_unprocessed_pseudogene	118467590	118554204
ENSG00000154874	ENST00000618081	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000609768	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000285176	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000609959	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000621104	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000613211	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000445752	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000455629	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154874	ENST00000450277	transcribed_unprocessed_pseudogene	18537800	18625617
ENSG00000154898	ENST00000340196	transcribed_processed_pseudogene	20321164	20403557
ENSG00000154898	ENST00000433419	transcribed_processed_pseudogene	20321164	20403557
ENSG00000154898	ENST00000580574	transcribed_processed_pseudogene	20321164	20403557
ENSG00000157021	ENST00000528023	unprocessed_pseudogene	41163162	41164374
ENSG00000157306	ENST00000556354	processed_transcript	23511760	23560778
ENSG00000157306	ENST00000556613	processed_transcript	23511760	23560778
ENSG00000157306	ENST00000553985	processed_transcript	23511760	23560778
ENSG00000157306	ENST00000557568	processed_transcript	23511760	23560778
ENSG00000157306	ENST00000554403	processed_transcript	23511760	23560778
ENSG00000158731	ENST00000289731	unprocessed_pseudogene	159598298	159599227
ENSG00000159247	ENST00000503395	transcribed_unprocessed_pseudogene	138150113	138177369
ENSG00000159247	ENST00000290377	transcribed_unprocessed_pseudogene	138150113	138177369
ENSG00000159247	ENST00000508529	transcribed_unprocessed_pseudogene	138150113	138177369
ENSG00000159712	ENST00000354752	unprocessed_pseudogene	97156570	97221235
ENSG00000159904	ENST00000530367	transcribed_unprocessed_pseudogene	5121239	5144546
ENSG00000159904	ENST00000422060	transcribed_unprocessed_pseudogene	5121239	5144546
ENSG00000160766	ENST00000459805	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000486869	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000368374	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000486197	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000473223	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000566701	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000463838	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000160766	ENST00000462587	transcribed_unprocessed_pseudogene	155213821	155227422
ENSG00000161103	ENST00000419447	transcribed_unprocessed_pseudogene	18846811	18861049
ENSG00000161103	ENST00000342005	transcribed_unprocessed_pseudogene	18846811	18861049
ENSG00000161103	ENST00000412938	transcribed_unprocessed_pseudogene	18846811	18861049
ENSG00000161103	ENST00000416498	transcribed_unprocessed_pseudogene	18846811	18861049
ENSG00000161149	ENST00000442739	transcribed_unprocessed_pseudogene	21002895	21014292
ENSG00000161149	ENST00000422086	transcribed_unprocessed_pseudogene	21002895	21014292
ENSG00000161149	ENST00000292748	transcribed_unprocessed_pseudogene	21002895	21014292
ENSG00000161643	ENST00000602139	transcribed_unprocessed_pseudogene	49969673	49975814
ENSG00000161643	ENST00000599858	transcribed_unprocessed_pseudogene	49969673	49975814
ENSG00000161912	ENST00000457653	transcribed_unprocessed_pseudogene	41101022	41140835
ENSG00000161912	ENST00000567255	transcribed_unprocessed_pseudogene	41101022	41140835
ENSG00000161912	ENST00000435541	transcribed_unprocessed_pseudogene	41101022	41140835
ENSG00000162699	ENST00000440278	processed_pseudogene	101893105	101894047
ENSG00000162840	ENST00000262499	processed_pseudogene	68376323	68376505
ENSG00000162947	ENST00000295052	lincRNA	149767506	149859191
ENSG00000162947	ENST00000433174	lincRNA	149767506	149859191
ENSG00000162997	ENST00000563365	unitary_pseudogene	55282319	55284522
ENSG00000162997	ENST00000295112	unitary_pseudogene	55282319	55284522
ENSG00000162997	ENST00000579162	unitary_pseudogene	55282319	55284522
ENSG00000163016	ENST00000450720	transcribed_unprocessed_pseudogene	73644919	73685576
ENSG00000163016	ENST00000428767	transcribed_unprocessed_pseudogene	73644919	73685576
ENSG00000163364	ENST00000295549	lincRNA	176629589	176637931
ENSG00000163364	ENST00000339037	lincRNA	176629589	176637931
ENSG00000163597	ENST00000591956	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000586846	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000587743	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000586942	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000493536	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000448136	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000590435	processed_transcript	76557766	76565348
ENSG00000163597	ENST00000587838	processed_transcript	76557766	76565348
ENSG00000163915	ENST00000470754	antisense	185712528	185729787
ENSG00000163915	ENST00000456447	antisense	185712528	185729787
ENSG00000163915	ENST00000296270	antisense	185712528	185729787
ENSG00000163915	ENST00000496717	antisense	185712528	185729787
ENSG00000163915	ENST00000465364	antisense	185712528	185729787
ENSG00000164616	ENST00000495672	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000475169	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000472159	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000467490	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000297158	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000478939	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000498734	polymorphic_pseudogene	135930317	135951591
ENSG00000164616	ENST00000620812	polymorphic_pseudogene	135930317	135951591
ENSG00000164669	ENST00000587624	transcribed_unprocessed_pseudogene	65141225	65234216
ENSG00000164669	ENST00000438455	transcribed_unprocessed_pseudogene	65141225	65234216
ENSG00000164845	ENST00000338711	transcribed_unprocessed_pseudogene	8232512	8242948
ENSG00000164845	ENST00000427893	transcribed_unprocessed_pseudogene	8232512	8242948
ENSG00000165121	ENST00000431724	unprocessed_pseudogene	85815966	85849511
ENSG00000165178	ENST00000438382	unprocessed_pseudogene	75156639	75172044
ENSG00000165874	ENST00000497389	transcribed_unprocessed_pseudogene	46610474	46652025
ENSG00000165874	ENST00000475914	transcribed_unprocessed_pseudogene	46610474	46652025
ENSG00000166104	ENST00000561706	transcribed_unprocessed_pseudogene	62227896	62253235
ENSG00000166104	ENST00000563606	transcribed_unprocessed_pseudogene	62227896	62253235
ENSG00000166104	ENST00000562306	transcribed_unprocessed_pseudogene	62227896	62253235
