Ensembl Gene ID	Ensembl Transcript ID	Gene Biotype	Transcript Start (bp)	Transcript End (bp)
ENSG00000084453	ENST00000544020	protein_coding	21269338	21334671
ENSG00000084453	ENST00000458504	protein_coding	21269414	21334900
ENSG00000084453	ENST00000544290	protein_coding	21269459	21395261
ENSG00000084453	ENST00000480394	protein_coding	21273942	21324681
ENSG00000084453	ENST00000463718	protein_coding	21274903	21324736
ENSG00000084453	ENST00000413682	protein_coding	21304523	21418016
ENSG00000084453	ENST00000422327	protein_coding	21306882	21334907
ENSG00000084453	ENST00000453443	protein_coding	21306914	21403663
ENSG00000084453	ENST00000473830	protein_coding	21311627	21419594
ENSG00000084453	ENST00000421294	protein_coding	21314585	21334913
ENSG00000084453	ENST00000450590	protein_coding	21314611	21403657
ENSG00000084453	ENST00000435179	protein_coding	21314620	21419584
ENSG00000084453	ENST00000445053	protein_coding	21314664	21334895
ENSG00000084453	ENST00000421287	protein_coding	21318831	21395397
ENSG00000084453	ENST00000416627	protein_coding	21334609	21395397
ENSG00000084453	ENST00000430803	protein_coding	21334643	21395397
ENSG00000090932	ENST00000600437	protein_coding	39498895	39505653
ENSG00000090932	ENST00000356433	protein_coding	39498895	39508468
ENSG00000090932	ENST00000596614	protein_coding	39498967	39507289
ENSG00000090932	ENST00000600579	protein_coding	39498968	39499472
ENSG00000090932	ENST00000205143	protein_coding	39498968	39508481
ENSG00000099866	ENST00000587541	protein_coding	489176	505343
ENSG00000099866	ENST00000346144	protein_coding	496454	505340
ENSG00000099866	ENST00000215637	protein_coding	496494	505343
ENSG00000099866	ENST00000382683	protein_coding	496500	504965
ENSG00000099866	ENST00000622449	protein_coding	497818	498727
ENSG00000099866	ENST00000621286	protein_coding	496500	504965
ENSG00000099866	ENST00000619333	protein_coding	496454	505207
ENSG00000099866	ENST00000613880	protein_coding	496454	505207
ENSG00000099866	ENST00000622462	protein_coding	496454	505207
ENSG00000099866	ENST00000617201	protein_coding	496454	505207
ENSG00000099937	ENST00000215727	protein_coding	20773879	20787720
ENSG00000099937	ENST00000406799	protein_coding	20779181	20787232
ENSG00000100095	ENST00000404234	protein_coding	26169474	26380471
ENSG00000100095	ENST00000360929	protein_coding	26169514	26383596
ENSG00000100095	ENST00000248933	protein_coding	26169575	26380373
ENSG00000100095	ENST00000343706	protein_coding	26169658	26380334
ENSG00000100095	ENST00000403121	protein_coding	26292251	26380468
ENSG00000100095	ENST00000402979	protein_coding	26292251	26380468
ENSG00000100095	ENST00000483291	protein_coding	26347789	26351456
ENSG00000100095	ENST00000494013	protein_coding	26364749	26377720
ENSG00000100095	ENST00000529632	protein_coding	26169474	26383597
ENSG00000100218	ENST00000216036	protein_coding	23059415	23142093
ENSG00000100218	ENST00000421213	protein_coding	23124227	23134074
ENSG00000100218	ENST00000439064	protein_coding	23131177	23138914
ENSG00000100218	ENST00000452757	protein_coding	23135993	23140300
ENSG00000100218	ENST00000406876	protein_coding	23136198	23145021
ENSG00000100249	ENST00000216071	protein_coding	29058672	29061844
ENSG00000100678	ENST00000356921	protein_coding	70044217	70189070
ENSG00000100678	ENST00000494208	protein_coding	70044217	70189070
ENSG00000100678	ENST00000381269	protein_coding	70044217	70189070
ENSG00000100678	ENST00000216568	protein_coding	70044255	70080206
ENSG00000100678	ENST00000394330	protein_coding	70044419	70080180
ENSG00000100678	ENST00000534137	protein_coding	70045947	70168484
ENSG00000100678	ENST00000528359	protein_coding	70045947	70168484
ENSG00000100678	ENST00000533541	protein_coding	70046075	70080180
ENSG00000100678	ENST00000533899	protein_coding	70059106	70060939
ENSG00000100678	ENST00000357887	protein_coding	70044220	70189070
ENSG00000101203	ENST00000358894	protein_coding	63293186	63330933
ENSG00000101203	ENST00000479501	protein_coding	63293224	63330933
ENSG00000101203	ENST00000422202	protein_coding	63295040	63334851
ENSG00000101203	ENST00000415763	protein_coding	63319086	63328498
ENSG00000101203	ENST00000455906	protein_coding	63320099	63328479
ENSG00000101203	ENST00000471582	protein_coding	63324313	63330933
ENSG00000101203	ENST00000494913	protein_coding	63327202	63330933
ENSG00000101203	ENST00000496810	protein_coding	63329153	63330933
ENSG00000101327	ENST00000217305	protein_coding	1978759	1994057
ENSG00000101327	ENST00000540134	protein_coding	1978757	1993748
ENSG00000101327	ENST00000539905	protein_coding	1978757	1994285
ENSG00000101438	ENST00000217420	protein_coding	38724462	38729372
ENSG00000101850	ENST00000467482	protein_coding	9725346	9765964
ENSG00000101850	ENST00000487206	protein_coding	9738229	9739719
ENSG00000101850	ENST00000447366	protein_coding	9739552	9786297
ENSG00000101850	ENST00000431126	protein_coding	9743565	9766189
ENSG00000101850	ENST00000480178	protein_coding	9747833	9759394
ENSG00000102385	ENST00000402866	protein_coding	101219769	101264497
ENSG00000102385	ENST00000395209	protein_coding	101219786	101264497
ENSG00000102385	ENST00000372916	protein_coding	101219995	101251820
ENSG00000102385	ENST00000538510	protein_coding	101231545	101264496
ENSG00000102385	ENST00000541709	protein_coding	101219944	101264496
ENSG00000102466	ENST00000376131	protein_coding	101710804	102401774
ENSG00000102466	ENST00000376143	protein_coding	101722831	101916645
ENSG00000102466	ENST00000468052	protein_coding	101868372	101875294
ENSG00000102466	ENST00000418923	protein_coding	102401471	102402457
ENSG00000102468	ENST00000378688	protein_coding	46831550	46896038
ENSG00000102468	ENST00000612998	protein_coding	46895305	46895813
ENSG00000102468	ENST00000543956	protein_coding	46831555	46897076
ENSG00000102468	ENST00000542664	protein_coding	46831555	46897076
ENSG00000103494	ENST00000262135	protein_coding	53597683	53703889
ENSG00000103494	ENST00000379925	protein_coding	53600778	53703846
ENSG00000103494	ENST00000563746	protein_coding	53601781	53703847
ENSG00000103494	ENST00000564374	protein_coding	53605395	53703889
ENSG00000103494	ENST00000568009	protein_coding	53635441	53638374
ENSG00000103494	ENST00000565343	protein_coding	53653451	53659893
ENSG00000103494	ENST00000562230	protein_coding	53671551	53703844
ENSG00000103494	ENST00000562588	protein_coding	53692227	53703830
ENSG00000103494	ENST00000568653	protein_coding	53693312	53703847
ENSG00000103494	ENST00000566096	protein_coding	53695631	53703938
ENSG00000103494	ENST00000569716	protein_coding	53696213	53703810
ENSG00000103494	ENST00000621565	protein_coding	53599912	53703859
ENSG00000105251	ENST00000543264	protein_coding	4278601	4290724
ENSG00000105251	ENST00000599689	protein_coding	4279296	4290691
ENSG00000105251	ENST00000593383	protein_coding	4283083	4290653
ENSG00000105251	ENST00000600475	protein_coding	4284431	4288314
ENSG00000105251	ENST00000597466	protein_coding	4288192	4290564
ENSG00000105376	ENST00000221980	protein_coding	10289981	10296778
ENSG00000105376	ENST00000588912	protein_coding	10289993	10290920
ENSG00000105376	ENST00000586004	protein_coding	10290024	10291708
ENSG00000105376	ENST00000587398	protein_coding	10290977	10291747
ENSG00000105376	ENST00000586480	protein_coding	10291473	10296776
ENSG00000105605	ENST00000468076	protein_coding	53909335	53941593
ENSG00000105605	ENST00000391767	protein_coding	53909335	53943941
ENSG00000105605	ENST00000222212	protein_coding	53912737	53942386
ENSG00000105605	ENST00000391766	protein_coding	53912817	53941661
ENSG00000105641	ENST00000222248	protein_coding	17871973	17895174
ENSG00000105641	ENST00000597109	protein_coding	17881979	17888378
ENSG00000105963	ENST00000265846	protein_coding	897903	954697
ENSG00000105963	ENST00000446141	protein_coding	897909	927216
ENSG00000105963	ENST00000478000	protein_coding	897910	905616
ENSG00000105963	ENST00000495809	protein_coding	897945	901399
ENSG00000105963	ENST00000453175	protein_coding	898917	905077
ENSG00000105963	ENST00000437486	protein_coding	899465	920889
ENSG00000105963	ENST00000454383	protein_coding	900142	935180
ENSG00000105963	ENST00000453823	protein_coding	900533	927514
ENSG00000105963	ENST00000481406	protein_coding	903957	905138
ENSG00000105963	ENST00000463358	protein_coding	904152	945816
ENSG00000105963	ENST00000477906	protein_coding	904187	955350
ENSG00000105963	ENST00000488527	protein_coding	904247	923338
ENSG00000105963	ENST00000435943	protein_coding	904247	955406
ENSG00000105963	ENST00000495686	protein_coding	919968	927055
ENSG00000105963	ENST00000449296	protein_coding	897901	927216
ENSG00000105963	ENST00000611167	protein_coding	897901	945816
ENSG00000105963	ENST00000617043	protein_coding	897901	920889
ENSG00000105963	ENST00000539900	protein_coding	897901	955407
ENSG00000106633	ENST00000459642	protein_coding	44144273	44146129
ENSG00000106633	ENST00000336642	protein_coding	44144275	44146144
ENSG00000106633	ENST00000403799	protein_coding	44144275	44189423
ENSG00000106633	ENST00000395796	protein_coding	44144277	44159275
ENSG00000106633	ENST00000345378	protein_coding	44144278	44159282
ENSG00000106633	ENST00000437084	protein_coding	44145132	44188987
ENSG00000106633	ENST00000473353	protein_coding	44145644	44147125
ENSG00000106633	ENST00000476008	protein_coding	44153391	44198170
ENSG00000106633	ENST00000616242	protein_coding	44144271	44158114
ENSG00000107593	ENST00000318222	protein_coding	100288154	100330486
ENSG00000107593	ENST00000465680	protein_coding	100288160	100329972
ENSG00000107593	ENST00000528248	protein_coding	100288396	100329940
ENSG00000107593	ENST00000532547	protein_coding	100299635	100330264
ENSG00000108684	ENST00000225823	protein_coding	33013087	33292988
ENSG00000108684	ENST00000359872	protein_coding	33013087	34157294
ENSG00000108684	ENST00000448983	protein_coding	33023865	33291441
ENSG00000108684	ENST00000579816	protein_coding	33111941	33291107
ENSG00000108684	ENST00000583395	protein_coding	34157181	34174964
ENSG00000109047	ENST00000226193	protein_coding	9896320	9905621
ENSG00000109047	ENST00000570909	protein_coding	9897710	9901202
ENSG00000109158	ENST00000264318	protein_coding	46918900	46994407
ENSG00000109158	ENST00000511523	protein_coding	46928127	46993505
ENSG00000109158	ENST00000508560	protein_coding	46928127	46993505
ENSG00000109158	ENST00000502874	protein_coding	46971083	46993540
ENSG00000109158	ENST00000509316	protein_coding	46992670	46993548
ENSG00000110427	ENST00000526400	protein_coding	33542072	33609892
ENSG00000110427	ENST00000321505	protein_coding	33542275	33674102
ENSG00000110427	ENST00000265654	protein_coding	33542331	33599494
ENSG00000111262	ENST00000382545	protein_coding	4909905	4918247
ENSG00000111262	ENST00000541095	protein_coding	4910368	4931361
ENSG00000111262	ENST00000543874	protein_coding	4910377	4918256
ENSG00000112232	ENST00000281156	protein_coding	61679960	62286227
ENSG00000112309	ENST00000230053	protein_coding	70856679	70957038
ENSG00000112309	ENST00000615536	protein_coding	70857213	70956429
ENSG00000112333	ENST00000368986	protein_coding	108166058	108188809
ENSG00000112333	ENST00000368983	protein_coding	108168023	108188802
ENSG00000112333	ENST00000426403	protein_coding	108168763	108176626
ENSG00000112333	ENST00000484978	protein_coding	108176104	108178147
ENSG00000113100	ENST00000231021	protein_coding	26880600	27038586
ENSG00000113100	ENST00000505020	protein_coding	26880686	26890833
ENSG00000113100	ENST00000505045	protein_coding	26903008	27038586
ENSG00000113100	ENST00000513289	protein_coding	26915755	27121150
ENSG00000113100	ENST00000511822	protein_coding	26915908	27038583
ENSG00000113327	ENST00000356592	protein_coding	162067540	162155536
ENSG00000113327	ENST00000414552	protein_coding	162067775	162155522
ENSG00000113327	ENST00000361925	protein_coding	162067780	162153483
ENSG00000113327	ENST00000522990	protein_coding	162067874	162154045
ENSG00000113327	ENST00000523372	protein_coding	162068000	162153804
ENSG00000113327	ENST00000522053	protein_coding	162094534	162149137
ENSG00000113763	ENST00000329542	protein_coding	176810477	176880895
ENSG00000113763	ENST00000513890	protein_coding	176862624	176874400
ENSG00000113763	ENST00000509580	protein_coding	176862658	176874048
ENSG00000115266	ENST00000587869	protein_coding	1446302	1455245
ENSG00000115266	ENST00000590877	protein_coding	1450149	1455445
ENSG00000115266	ENST00000590469	protein_coding	1450149	1465409
ENSG00000115266	ENST00000593146	protein_coding	1450295	1465418
ENSG00000115266	ENST00000535453	protein_coding	1451289	1473244
ENSG00000115266	ENST00000587149	protein_coding	1452198	1453614
ENSG00000115266	ENST00000238483	protein_coding	1452800	1465496
ENSG00000115266	ENST00000233607	protein_coding	1450149	1473244
ENSG00000116147	ENST00000367674	protein_coding	175315194	175743770
ENSG00000116147	ENST00000422274	protein_coding	175391428	175406364
ENSG00000116147	ENST00000263525	protein_coding	175322799	175743616
ENSG00000117598	ENST00000370188	protein_coding	98890245	99005032
ENSG00000117598	ENST00000263177	protein_coding	98890972	99004893
ENSG00000117598	ENST00000534652	protein_coding	98990856	99004484
ENSG00000118733	ENST00000370103	protein_coding	101802574	101997030
ENSG00000118733	ENST00000338858	protein_coding	101803486	101846973
ENSG00000118733	ENST00000465523	protein_coding	101803486	101846973
ENSG00000118733	ENST00000462354	protein_coding	101803486	101996905
ENSG00000118733	ENST00000468901	protein_coding	101825090	101910154
ENSG00000118733	ENST00000536598	protein_coding	101803486	101837029
ENSG00000118997	ENST00000409063	protein_coding	195737703	195795879
ENSG00000118997	ENST00000312428	protein_coding	195737703	196068812
ENSG00000118997	ENST00000484183	protein_coding	195737757	195741131
ENSG00000118997	ENST00000438565	protein_coding	195737997	195756198
ENSG00000118997	ENST00000493844	protein_coding	195817698	195834429
ENSG00000118997	ENST00000475293	protein_coding	195892479	195905762
ENSG00000118997	ENST00000410072	protein_coding	195998760	196068812
ENSG00000118997	ENST00000427816	protein_coding	196028008	196068487
ENSG00000119125	ENST00000376986	protein_coding	72149453	72253560
ENSG00000119125	ENST00000358399	protein_coding	72149467	72252224
ENSG00000119125	ENST00000475764	protein_coding	72149475	72252224
ENSG00000119125	ENST00000477618	protein_coding	72193822	72229171
ENSG00000119125	ENST00000414671	protein_coding	72210715	72231181
ENSG00000119125	ENST00000489618	protein_coding	72227956	72257193
ENSG00000119125	ENST00000436438	protein_coding	72227997	72252224
ENSG00000119125	ENST00000545168	protein_coding	72114595	72252223
ENSG00000119125	ENST00000238018	protein_coding	72149351	72252223
ENSG00000121904	ENST00000241312	protein_coding	33514009	34165842
ENSG00000121904	ENST00000465819	protein_coding	33559353	33572590
ENSG00000121904	ENST00000373380	protein_coding	33591807	33709504
ENSG00000121904	ENST00000489419	protein_coding	33598689	33602477
ENSG00000121904	ENST00000373377	protein_coding	33598689	33626584
ENSG00000121904	ENST00000338325	protein_coding	33772108	33814219
ENSG00000121904	ENST00000471438	protein_coding	33792497	33819808
ENSG00000121904	ENST00000373388	protein_coding	33513999	34165842
ENSG00000121904	ENST00000373381	protein_coding	33513999	34165274
ENSG00000121904	ENST00000619121	protein_coding	33513999	34165842
ENSG00000123119	ENST00000417640	protein_coding	90791550	90959408
ENSG00000123119	ENST00000522729	protein_coding	90791741	90825102
ENSG00000123119	ENST00000523962	protein_coding	90791810	90872479
ENSG00000123119	ENST00000521954	protein_coding	90791810	90903921
ENSG00000123119	ENST00000522820	protein_coding	90940192	90955818
ENSG00000123119	ENST00000521366	protein_coding	90940522	90957847
ENSG00000123454	ENST00000393056	protein_coding	133636360	133659344
ENSG00000123454	ENST00000263611	protein_coding	133636378	133643590
ENSG00000123901	ENST00000243673	protein_coding	94377311	94401419
ENSG00000123901	ENST00000539203	protein_coding	94379531	94401392
ENSG00000124134	ENST00000306117	protein_coding	45092310	45101112
ENSG00000124134	ENST00000537075	protein_coding	45094365	45100967
ENSG00000124140	ENST00000454036	protein_coding	46021717	46057702
ENSG00000124140	ENST00000428198	protein_coding	46021776	46027799
ENSG00000124140	ENST00000413737	protein_coding	46021850	46023589
ENSG00000124140	ENST00000608944	protein_coding	46029009	46036805
ENSG00000124140	ENST00000372315	protein_coding	46029196	46041160
ENSG00000124140	ENST00000539566	protein_coding	46029224	46049653
ENSG00000124140	ENST00000243964	protein_coding	46029247	46060150
ENSG00000124140	ENST00000608594	protein_coding	46043197	46043864
ENSG00000124140	ENST00000616201	protein_coding	46029182	46060150
ENSG00000124140	ENST00000622711	protein_coding	46029182	46041160
ENSG00000124140	ENST00000616933	protein_coding	46029182	46060150
ENSG00000124140	ENST00000616202	protein_coding	46029182	46060150
ENSG00000124493	ENST00000538487	protein_coding	34021851	34146080
ENSG00000124493	ENST00000374177	protein_coding	34021854	34155622
ENSG00000124493	ENST00000545715	protein_coding	34022138	34063635
ENSG00000124493	ENST00000609222	protein_coding	34022178	34105967
ENSG00000124493	ENST00000609860	protein_coding	34022185	34063239
ENSG00000124493	ENST00000544773	protein_coding	34022433	34111034
ENSG00000124493	ENST00000455714	protein_coding	34022597	34102151
ENSG00000124493	ENST00000609278	protein_coding	34022821	34146092
ENSG00000124493	ENST00000609443	protein_coding	34040705	34100088
ENSG00000124493	ENST00000609915	protein_coding	34040711	34056323
ENSG00000124493	ENST00000609973	protein_coding	34054179	34133021
ENSG00000124493	ENST00000607916	protein_coding	34091584	34133756
ENSG00000124493	ENST00000535756	protein_coding	34018645	34103854
ENSG00000124493	ENST00000374181	protein_coding	34018645	34146137
ENSG00000126733	ENST00000373131	protein_coding	86148458	86832602
ENSG00000126733	ENST00000461604	protein_coding	86148460	86832604
ENSG00000126733	ENST00000506327	protein_coding	86148621	86832203
ENSG00000126733	ENST00000373125	protein_coding	86148621	86832587
ENSG00000126733	ENST00000508860	protein_coding	86262968	86832574
ENSG00000126733	ENST00000510272	protein_coding	86262968	86832602
ENSG00000126733	ENST00000484479	protein_coding	86714652	86832602
ENSG00000126733	ENST00000613770	protein_coding	86514264	86832602
ENSG00000127588	ENST00000248150	protein_coding	798041	800733
ENSG00000128253	ENST00000400237	protein_coding	32190438	32203477
ENSG00000128253	ENST00000489846	protein_coding	32190704	32193401
ENSG00000128253	ENST00000248980	protein_coding	32190435	32193479
ENSG00000128253	ENST00000248983	protein_coding	32190435	32202451
ENSG00000128285	ENST00000249016	protein_coding	40678750	40682814
ENSG00000128285	ENST00000498400	protein_coding	40679273	40682083
ENSG00000128285	ENST00000381433	protein_coding	40679273	40682083
ENSG00000128285	ENST00000465662	protein_coding	40680107	40681412
ENSG00000130032	ENST00000448726	protein_coding	151695124	151700144
ENSG00000130032	ENST00000370354	protein_coding	151695479	151700721
ENSG00000130032	ENST00000370353	protein_coding	151698307	151705924
ENSG00000130032	ENST00000448324	protein_coding	151700551	151705503
ENSG00000130032	ENST00000538575	protein_coding	151695258	151701591
