Ensembl Gene ID	RefSeq ncRNA [e.g. NR_002834]	RefSeq ncRNA predicted [e.g. XR_108264]	Transcript Start (bp)	Transcript End (bp)
ENSG00000101327			1978759	1994057
ENSG00000101327			1978757	1993748
ENSG00000101327			1978757	1994285
ENSG00000101438			38724462	38729372
ENSG00000101850			9725346	9765964
ENSG00000101850			9738229	9739719
ENSG00000101850			9739552	9786297
ENSG00000101850			9743565	9766189
ENSG00000101850			9747833	9759394
ENSG00000102385			101219769	101264497
ENSG00000102385			101219786	101264497
ENSG00000102385			101219995	101251820
ENSG00000102385			101231545	101264496
ENSG00000102385			101219944	101264496
ENSG00000102466			101710804	102401774
ENSG00000102466			101722831	101916645
ENSG00000102466			101868372	101875294
ENSG00000102466			102401471	102402457
ENSG00000102468			46831550	46896038
ENSG00000102468			46895305	46895813
ENSG00000102468			46831555	46897076
ENSG00000102468			46831555	46897076
ENSG00000103494			53597683	53703889
ENSG00000103494			53600778	53703846
ENSG00000103494			53601781	53703847
ENSG00000103494			53605395	53703889
ENSG00000103494			53635441	53638374
ENSG00000103494			53653451	53659893
ENSG00000103494			53671551	53703844
ENSG00000103494			53692227	53703830
ENSG00000103494			53693312	53703847
ENSG00000103494			53695631	53703938
ENSG00000103494			53696213	53703810
ENSG00000103494			53599912	53703859
ENSG00000105251			4278601	4290724
ENSG00000105251			4279296	4290691
ENSG00000105251			4283083	4290653
ENSG00000105251			4284431	4288314
ENSG00000105251			4288192	4290564
ENSG00000105376			10289981	10296778
ENSG00000105376			10289993	10290920
ENSG00000105376			10290024	10291708
ENSG00000105376			10290977	10291747
ENSG00000105376			10291473	10296776
ENSG00000105605			53909335	53941593
ENSG00000105605			53909335	53943941
ENSG00000105605			53912737	53942386
ENSG00000105605			53912817	53941661
ENSG00000105641			17871973	17895174
ENSG00000105641			17881979	17888378
ENSG00000105963			897903	954697
ENSG00000105963			897909	927216
ENSG00000105963			897910	905616
ENSG00000105963			897945	901399
ENSG00000105963			898917	905077
ENSG00000105963			899465	920889
ENSG00000105963			900142	935180
ENSG00000105963			900533	927514
ENSG00000105963			903957	905138
ENSG00000105963			904152	945816
ENSG00000105963			904187	955350
ENSG00000105963			904247	923338
ENSG00000105963			904247	955406
ENSG00000105963			919968	927055
ENSG00000105963			897901	927216
ENSG00000105963			897901	945816
ENSG00000105963			897901	920889
ENSG00000105963			897901	955407
ENSG00000106633			44144273	44146129
ENSG00000106633			44144275	44146144
ENSG00000106633			44144275	44189423
ENSG00000106633			44144277	44159275
ENSG00000106633			44144278	44159282
ENSG00000106633			44145132	44188987
ENSG00000106633			44145644	44147125
ENSG00000106633			44153391	44198170
ENSG00000106633			44144271	44158114
ENSG00000107593			100288154	100330486
ENSG00000107593			100288160	100329972
ENSG00000107593			100288396	100329940
ENSG00000107593			100299635	100330264
ENSG00000108684			33013087	33292988
ENSG00000108684			33013087	34157294
ENSG00000108684			33023865	33291441
ENSG00000108684			33111941	33291107
ENSG00000108684			34157181	34174964
ENSG00000109047			9896320	9905621
ENSG00000109047			9897710	9901202
ENSG00000109158			46918900	46994407
ENSG00000109158			46928127	46993505
ENSG00000109158			46928127	46993505
ENSG00000109158			46971083	46993540
ENSG00000109158			46992670	46993548
ENSG00000110427			33542072	33609892
ENSG00000110427			33542275	33674102
ENSG00000110427			33542331	33599494
ENSG00000111262			4909905	4918247
ENSG00000111262			4910368	4931361
ENSG00000111262			4910377	4918256
ENSG00000112232			61679960	62286227
ENSG00000112309			70856679	70957038
ENSG00000112309			70857213	70956429
ENSG00000112333			108166058	108188809
ENSG00000112333			108168023	108188802
ENSG00000112333			108168763	108176626
ENSG00000112333			108176104	108178147
ENSG00000113100			26880600	27038586
ENSG00000113100			26880686	26890833
ENSG00000113100			26903008	27038586
ENSG00000113100			26915755	27121150
ENSG00000113100			26915908	27038583
ENSG00000113327			162067540	162155536
ENSG00000113327			162067775	162155522
ENSG00000113327			162067780	162153483
ENSG00000113327			162067874	162154045
ENSG00000113327			162068000	162153804
ENSG00000113327			162094534	162149137
ENSG00000113763			176810477	176880895
ENSG00000113763			176862624	176874400
ENSG00000113763			176862658	176874048
ENSG00000115266			1446302	1455245
ENSG00000115266			1450149	1455445
ENSG00000115266			1450149	1465409
ENSG00000115266			1450295	1465418
ENSG00000115266			1451289	1473244
ENSG00000115266			1452198	1453614
ENSG00000115266			1452800	1465496
ENSG00000115266			1450149	1473244
ENSG00000116147			175315194	175743770
ENSG00000116147			175391428	175406364
ENSG00000116147			175322799	175743616
ENSG00000117598			98890245	99005032
ENSG00000117598			98890972	99004893
ENSG00000117598			98990856	99004484
ENSG00000118733			101802574	101997030
ENSG00000118733			101803486	101846973
ENSG00000118733	NR_110210		101803486	101846973
ENSG00000118733	NR_110212		101803486	101846973
ENSG00000118733	NR_110211		101803486	101996905
ENSG00000118733			101825090	101910154
ENSG00000118733			101803486	101837029
ENSG00000118997			195737703	195795879
ENSG00000118997			195737703	196068812
ENSG00000118997			195737757	195741131
ENSG00000118997			195737997	195756198
ENSG00000118997			195817698	195834429
ENSG00000118997			195892479	195905762
ENSG00000118997			195998760	196068812
ENSG00000118997			196028008	196068487
ENSG00000119125			72149453	72253560
ENSG00000119125			72149467	72252224
ENSG00000119125			72149475	72252224
ENSG00000119125			72193822	72229171
ENSG00000119125			72210715	72231181
ENSG00000119125			72227956	72257193
ENSG00000119125			72227997	72252224
ENSG00000119125			72114595	72252223
ENSG00000119125			72149351	72252223
ENSG00000121904			33514009	34165842
ENSG00000121904			33559353	33572590
ENSG00000121904			33591807	33709504
ENSG00000121904			33598689	33602477
ENSG00000121904			33598689	33626584
ENSG00000121904			33772108	33814219
ENSG00000121904			33792497	33819808
ENSG00000121904			33513999	34165842
ENSG00000121904			33513999	34165274
ENSG00000121904			33513999	34165842
ENSG00000123119			90791550	90959408
ENSG00000123119			90791741	90825102
ENSG00000123119			90791810	90872479
ENSG00000123119			90791810	90903921
ENSG00000123119			90940192	90955818
ENSG00000123119			90940522	90957847
ENSG00000123454			133636360	133659344
ENSG00000123454			133636378	133643590
ENSG00000123901			94377311	94401419
ENSG00000123901			94379531	94401392
ENSG00000124134			45092310	45101112
ENSG00000124134			45094365	45100967
ENSG00000124140			46021717	46057702
ENSG00000124140			46021776	46027799
ENSG00000124140			46021850	46023589
ENSG00000124140			46029009	46036805
ENSG00000124140			46029196	46041160
ENSG00000124140			46029224	46049653
ENSG00000124140			46029247	46060150
ENSG00000124140			46043197	46043864
ENSG00000124140			46029182	46060150
ENSG00000124140			46029182	46041160
ENSG00000124140			46029182	46060150
ENSG00000124140			46029182	46060150
ENSG00000124493			34021851	34146080
ENSG00000124493			34021854	34155622
ENSG00000124493		XR_427829	34022138	34063635
ENSG00000124493			34022178	34105967
ENSG00000124493			34022185	34063239
ENSG00000124493			34022433	34111034
ENSG00000124493			34022597	34102151
ENSG00000124493			34022821	34146092
ENSG00000124493			34040705	34100088
ENSG00000124493			34040711	34056323
ENSG00000124493			34054179	34133021
ENSG00000124493			34091584	34133756
ENSG00000124493			34018645	34103854
ENSG00000124493			34018645	34146137
ENSG00000126733			86148458	86832602
ENSG00000126733			86148460	86832604
ENSG00000126733			86148621	86832203
ENSG00000126733			86148621	86832587
ENSG00000126733			86262968	86832574
ENSG00000126733			86262968	86832602
ENSG00000126733			86714652	86832602
ENSG00000126733			86514264	86832602
ENSG00000127588			798041	800733
ENSG00000128253			32190438	32203477
ENSG00000128253			32190704	32193401
ENSG00000128253			32190435	32193479
ENSG00000128253			32190435	32202451
ENSG00000128285			40678750	40682814
ENSG00000128285			40679273	40682083
ENSG00000128285			40679273	40682083
ENSG00000128285			40680107	40681412
ENSG00000130032			151695124	151700144
ENSG00000130032			151695479	151700721
ENSG00000130032			151698307	151705924
ENSG00000130032			151700551	151705503
ENSG00000130032			151695258	151701591
ENSG00000130055			70423141	70433384
ENSG00000130055			70425821	70433380
ENSG00000130055			70423031	70433390
ENSG00000130055			70423031	70433390
ENSG00000130055			70423031	70433390
ENSG00000130287			19211973	19252233
ENSG00000130287			19226843	19238792
ENSG00000130287			19238259	19249929
ENSG00000130287			19238392	19249019
ENSG00000130751			47019820	47045775
ENSG00000130751			47019849	47045727
ENSG00000130751			47020886	47045759
ENSG00000130751			47035329	47045758
ENSG00000130751			47035332	47040758
ENSG00000130751			47035348	47041125
ENSG00000130751			47035350	47042877
ENSG00000130751			47035889	47040733
ENSG00000130829			153642492	153648013
ENSG00000130829			153642534	153651326
ENSG00000130829			153647196	153651318
ENSG00000131044			31870702	31944961
ENSG00000131044			31870711	31944959
ENSG00000131044			31870759	31944199
ENSG00000131044			31870759	31944199
ENSG00000131044			31879806	31943358
ENSG00000131044			31879817	31944963
ENSG00000131044			31879829	31943007
ENSG00000131044			31879837	31943398
ENSG00000131044			31933800	31941231
ENSG00000131044			31937470	31943928
ENSG00000131044			31871127	31944962
ENSG00000131969			50872160	50904970
ENSG00000131969			50872160	50904970
ENSG00000131969			50872160	50904970
ENSG00000131969			50872160	50904970
ENSG00000131969			50872163	50893569
ENSG00000131969			50885778	50893564
ENSG00000131969			50891074	50904831
ENSG00000131969	NR_039659		50893582	50904571
ENSG00000131969			50893740	50904141
ENSG00000132026			12825478	12834576
ENSG00000132026			12825479	12835428
ENSG00000132026			12825482	12835416
ENSG00000132026			12825483	12830416
ENSG00000132026			12825754	12830655
ENSG00000132026			12825798	12830662
ENSG00000132026			12825837	12830675
ENSG00000132026			12825842	12834548
ENSG00000132026			12826790	12830663
ENSG00000132026			12826846	12830349
ENSG00000132026			12828893	12835415
ENSG00000132026			12828953	12835415
ENSG00000132026			12825478	12830675
ENSG00000132164			10816200	10940733
ENSG00000132164			10816201	10825498
ENSG00000132164			10933966	10935397
ENSG00000132832	NR_034104		44656451	44663498
ENSG00000132832			44656451	44696096
ENSG00000132872			43267878	43277650
ENSG00000132872			43269667	43277535
ENSG00000132872			43270009	43277490
ENSG00000132872			43270181	43277499
ENSG00000132872			43270500	43277490
ENSG00000132872			43270552	43272151
ENSG00000132872			43271732	43277376
ENSG00000132872			43274033	43277490
ENSG00000132975			26755200	26760785
ENSG00000132975			26758310	26760290
ENSG00000133101			36431903	36437711
ENSG00000133101			36432358	36442882
ENSG00000133101			36431830	36442882
ENSG00000134376			197268276	197358128
ENSG00000134376			197268278	197478455
ENSG00000134376			197268278	197478455
ENSG00000134376			197268413	197477879
ENSG00000134376			197360349	197421441
ENSG00000134376			197413829	197444819
ENSG00000134376			197422811	197427837
ENSG00000134376			197442170	197478455
ENSG00000134376			197268204	197478454
ENSG00000134376			197268204	197478454
ENSG00000135638			72916260	72934328
ENSG00000135638			72917475	72934891
ENSG00000135638			72918181	72925541
ENSG00000135638			72923414	72934364
ENSG00000135638			72923988	72934239
ENSG00000135638			72933172	72936071
ENSG00000136099			52842889	52848640
ENSG00000136099			52843979	52848641
ENSG00000136099			52844459	52845693
ENSG00000136267			14145049	14903361
ENSG00000136267			14146234	14902690
ENSG00000136267			14148309	14902842
ENSG00000136267			14149157	14269201
ENSG00000136267			14175973	14841347
ENSG00000136267			14209072	14902999
ENSG00000136267			14580903	14736169
ENSG00000136267			14621141	14902842
ENSG00000136267			14694077	14718880
ENSG00000136267			14736138	14902908
ENSG00000136267			14736138	14974777
ENSG00000136267			14736174	14903366
ENSG00000136267			14145049	14841450
ENSG00000136367			23520855	23551649
ENSG00000136367			23521003	23521848
ENSG00000136367			23534242	23556192
ENSG00000136367			23534586	23548454
ENSG00000136367			23529394	23551558
ENSG00000136531			165239402	165315598
ENSG00000136531			165294031	165392053
ENSG00000136531			165294044	165381003
ENSG00000136531			165295773	165390029
ENSG00000136531			165308666	165310745
ENSG00000136531			165239402	165392308
ENSG00000136535			161416094	161425870
ENSG00000136535			161416331	161423885
ENSG00000136535			161417779	161423776
ENSG00000136535			161417895	161424286
ENSG00000136535			161419210	161423685
ENSG00000136535			161419511	161423455
ENSG00000137558			74824537	74855029
ENSG00000137558			74824786	74849425
ENSG00000137843			40238759	40265951
ENSG00000137843			40239054	40266003
ENSG00000137843			40239091	40277486
ENSG00000137843			40239420	40277485
ENSG00000137843			40239870	40277487
ENSG00000137843			40240522	40264940
ENSG00000137843			40240567	40264989
ENSG00000137843			40240645	40264827
ENSG00000137843			40252190	40266006
ENSG00000137843			40252548	40265974
ENSG00000137843			40252551	40264980
ENSG00000137843			40252888	40265964
ENSG00000137843			40253003	40266491
ENSG00000137843			40253184	40277487
ENSG00000137843			40266014	40266982
ENSG00000137843			40266612	40272354
ENSG00000137843			40273930	40276384
ENSG00000138311			62374192	62402458
ENSG00000138311			62374192	62480288
ENSG00000138311			62374192	62672011
ENSG00000138311			62374353	62402458
ENSG00000138311			62375544	62376352
ENSG00000138311			62520448	62672011
ENSG00000138311			62643773	62670374
ENSG00000138311			62643773	62670374
ENSG00000138311			62643773	62670374
ENSG00000138311			62643871	62659272
ENSG00000138311			62643773	62670374
ENSG00000139053			14973022	14981865
ENSG00000139155			20695355	20696975
ENSG00000139155			20695431	20752696
ENSG00000139155			20695462	20752817
ENSG00000139155			20695465	20753386
ENSG00000139155			20695480	20752613
ENSG00000139155			20695561	20700239
ENSG00000139155			20695571	20697496
ENSG00000139155			20695597	20753214
ENSG00000139155			20695750	20696943
ENSG00000139767			118981495	119163051
ENSG00000139767			119114095	119130749
ENSG00000139767			119124249	119133163
ENSG00000139780			102685744	102694504
ENSG00000139800			99962964	99971909
ENSG00000140067			93918894	93929169
ENSG00000140067			93918912	93929608
ENSG00000140067			93927259	93929164
ENSG00000140067			93927342	93928982
ENSG00000140067			93927385	93929608
ENSG00000140090			92322581	92496251
ENSG00000140090			92323193	92496251
ENSG00000140090			92323605	92501483
ENSG00000140090			92408379	92442753
ENSG00000140090			92439364	92496252
ENSG00000140090			92443365	92493922
ENSG00000140090			92450218	92462747
ENSG00000140090			92452766	92496252
ENSG00000140323			40358235	40371056
ENSG00000140323			40365007	40365694
ENSG00000140323			40369855	40371056
ENSG00000140522			89209869	89221751
ENSG00000140522			89210002	89211843
ENSG00000140522			89210750	89221614
ENSG00000140522			89219562	89221605
ENSG00000141622			46326809	46450349
ENSG00000141622			46333968	46337647
ENSG00000141622			46334028	46336628
ENSG00000141622			46334224	46337127
ENSG00000141622			46334224	46463140
ENSG00000141622			46334224	46463140
ENSG00000141622			46447447	46456067
ENSG00000141622			46334224	46460820
ENSG00000141668			72536680	72543554
ENSG00000141668			72536680	72544539
ENSG00000141668			72536684	72540298
ENSG00000141668			72538020	72543554
ENSG00000141668			72538111	72543229
ENSG00000141668			72538150	72638517
ENSG00000141668			72544453	72638455
ENSG00000141668			72620212	72638521
ENSG00000141668			72620468	72631081
ENSG00000142408			53963040	53990215
ENSG00000143194			166989109	167022214
ENSG00000143194			166989288	167017959
ENSG00000143194			166989925	167022214
ENSG00000143194			167005076	167005616
ENSG00000143194			166975582	167022213
ENSG00000143194			166989089	167022210
ENSG00000143340			179743163	179816198
ENSG00000143603			154697455	154870280
ENSG00000143603			154702729	154708226
ENSG00000143603			154707426	154859843
ENSG00000143603			154707952	154868319
ENSG00000143603			154697474	154870278
ENSG00000144119			119156243	119158889
ENSG00000144285			165989163	166073621
ENSG00000144285			165989163	166073639
ENSG00000144285			165991245	166073621
ENSG00000144285			165996053	166000063
ENSG00000144285			165998125	166002908
ENSG00000144285			166073302	166128013
ENSG00000144285			165989160	166073697
ENSG00000144290			161424332	161771035
ENSG00000144290			161424373	161624566
ENSG00000144290			161427453	161651290
ENSG00000144290			161624338	161985282
ENSG00000144290			161624400	161901160
ENSG00000144290			161624418	161873921
ENSG00000144290			161624426	161983245
ENSG00000144290			161624426	161985253
ENSG00000144290			161624435	161839876
ENSG00000144290			161624461	161983359
ENSG00000144290			161624461	161983359
ENSG00000144290			161624335	161985275
ENSG00000144355			172084740	172086854
ENSG00000144355			172084749	172088051
ENSG00000144355			172085226	172089677
ENSG00000144355			172085536	172089677
ENSG00000144355			172085557	172087138
ENSG00000144355			172086267	172089312
ENSG00000144355			172087367	172088373
ENSG00000144410			206939554	206969474
ENSG00000144583			216257865	216372027
ENSG00000145087			120908072	121424761
ENSG00000145087			120908205	121419283
ENSG00000145087			120908236	121158968
ENSG00000145087			120908289	121407668
ENSG00000145087			120908314	121407668
ENSG00000145087			120908314	121407668
ENSG00000145087			120909102	121045446
ENSG00000145087			120909571	121419095
ENSG00000145526			19472951	19478636
ENSG00000145526			19473032	19988230
ENSG00000145526			19473048	20575873
ENSG00000145526			19473573	19886272
ENSG00000145526			19473579	19988185
ENSG00000145526			19473615	19838824
ENSG00000145526			19502682	19988207
ENSG00000145526			19721391	19804028
ENSG00000145526			19838972	19988198
ENSG00000145526			19839050	20575863
ENSG00000145526			19839139	19988199
ENSG00000145526			19473048	19839244
ENSG00000145794			127290831	127461222
ENSG00000145794			127290846	127424781
ENSG00000145794			127290847	127424604
ENSG00000145794			127290859	127461222
ENSG00000145794			127409592	127417669
ENSG00000145794			127422692	127440847
ENSG00000145794			127444413	127445544
ENSG00000145794			127445252	127455562
ENSG00000145794			127445477	127449202
ENSG00000145794			127447628	127465737
ENSG00000145832			135834649	135876380
ENSG00000145832			135834676	135872747
ENSG00000145832			135834714	135880131
ENSG00000145832			135834727	135888637
ENSG00000145832			135835104	135871625
ENSG00000145832			135879973	135883450
ENSG00000145832			135880029	135883450
ENSG00000145864			161288429	161546643
ENSG00000145864			161293864	161548124
ENSG00000145864			161293864	161548135
ENSG00000145864			161293864	161548227
ENSG00000145864			161293898	161546697
ENSG00000145864			161459135	161546725
ENSG00000145864			161546746	161549044
ENSG00000145864			161288429	161548124
ENSG00000145864			161329434	161546679
ENSG00000146147			53929982	54124654
ENSG00000146147			54018916	54218084
ENSG00000146147			54018916	54266280
ENSG00000146147			54018927	54266280
ENSG00000146147			54019000	54266277
ENSG00000146147			54083425	54124617
ENSG00000146147			54083538	54266280
ENSG00000146147			54099546	54202206
ENSG00000146147			54099565	54136825
ENSG00000146147			54111418	54137909
ENSG00000146147			54111447	54203820
ENSG00000146147			54111448	54266043
ENSG00000146147			54111510	54230802
ENSG00000146151			55434369	55579214
ENSG00000146151			55434375	55579187
ENSG00000146151			55434380	55579099
ENSG00000146151			55435316	55579166
ENSG00000146151			55435353	55579105
ENSG00000146151			55435400	55579180
ENSG00000146151			55435419	55439728
ENSG00000146151			55512075	55579073
ENSG00000146151			55516568	55579166
ENSG00000146216			43243680	43288259
ENSG00000146216			43247989	43270096
ENSG00000146352			122995971	123072927
ENSG00000146352			122996689	123064467
ENSG00000146360			109979113	109980201
ENSG00000146360			109978256	109980718
ENSG00000147127			70282093	70283287
ENSG00000147127			70282172	70285002
ENSG00000147127			70282172	70285002
ENSG00000147234			107526646	107605251
ENSG00000147234			107544583	107555197
ENSG00000147234			107522450	107605244
ENSG00000147481			49909789	50792829
ENSG00000147481			49909804	49911583
ENSG00000147481			49910949	50163969
ENSG00000147481			49911673	50794118
ENSG00000147481			49912037	50792867
ENSG00000147481			49912145	50449725
ENSG00000147481			49912176	50286853
ENSG00000147481			50172561	50792861
ENSG00000147481			50553050	50709183
ENSG00000147481			50394198	50794118
ENSG00000147481			50394198	50794118
ENSG00000147488			52110839	52409743
ENSG00000147488			52112544	52217821
ENSG00000147488			52112544	52217822
ENSG00000147488			52112546	52217822
ENSG00000147488			52116271	52133218
ENSG00000147488			52125884	52133144
ENSG00000147488			52133104	52137812
ENSG00000147488			52149922	52409805
ENSG00000147488			52172513	52217779
ENSG00000147488			52180294	52409749
ENSG00000147488			52206416	52246664
ENSG00000147488			52206583	52246664
ENSG00000147488			52214220	52248526
ENSG00000147488			52217772	52249412
ENSG00000147488			52220564	52254348
ENSG00000147488			52220732	52222095
ENSG00000147488			52229693	52409756
ENSG00000147488			52393576	52409792
ENSG00000147488			52403327	52409772
ENSG00000147488			52403701	52409945
ENSG00000147488			52405806	52409772
ENSG00000147488			52407636	52409882
ENSG00000147488			52407665	52409879
ENSG00000147488			52408983	52460959
ENSG00000147509			53851808	53959303
ENSG00000147509			53851900	53959303
ENSG00000147509			53851900	53959303
ENSG00000147509			53851900	53959303
ENSG00000147509			53879884	53954142
